lncRNA,Drug,DrugBank_ID
lincRNA-p21,Cisatracurium,DB00565
lincRNA-p21,Cisplatin,DB00515
lincRNA-Tnfaip3,Isodeoxyelephantopin,
LL0XNC01-37G1.1,Panobinostat,DB06603
LL22NC01-116C6.1,Panobinostat,DB06603
LL22NC03-13G6.2,Panobinostat,DB06603
LL22NC03-2H8.4,Panobinostat,DB06603
LMCD1-AS1,Aspirin,DB00945
LMF1,Panobinostat,DB06603
LMO1,Panobinostat,DB06603
lnc-BRD3OS-1,Cisplatin,DB00515
lnc-COMTD1-1,Bakkenolide Iiia,
lnc-MOK-1,Bakkenolide Iiia,
lnc-NR2F1-8,Bakkenolide Iiia,
LNCAROD,Cisplatin,DB00515
LOC100128511,Panobinostat,DB06603
LOC100128822,Panobinostat,DB06603
LOC100129034,Panobinostat,DB06603
LOC100129148,Panobinostat,DB06603
LOC100129361,Panobinostat,DB06603
LOC100129518,Panobinostat,DB06603
LOC100129534,Dexamethasone,DB01234
LOC100129550,Everolimus,DB01590
LOC100129726,Pravastatin,DB00175
LOC100129858,Panobinostat,DB06603
LOC100129917,Panobinostat,DB06603
LOC100129961,Panobinostat,DB06603
LOC100130231,Panobinostat,DB06603
LOC100130476,5alpha-Hydroxytriptolide,
LOC100130700,Panobinostat,DB06603
LOC100130855,Panobinostat,DB06603
LOC100130894,Pravastatin,DB00175
LOC100130950,Panobinostat,DB06603
LOC100130964,Panobinostat,DB06603
LOC100131138,Panobinostat,DB06603
LOC100131691,Panobinostat,DB06603
LOC100132077,Panobinostat,DB06603
LOC100132354,Panobinostat,DB06603
LOC100132774,Panobinostat,DB06603
LOC100132849,Ginsenoside Rg3,
LOC100132987,Panobinostat,DB06603
LOC100133161,Panobinostat,DB06603
LOC100133308,Panobinostat,DB06603
LOC100133331,Panobinostat,DB06603
LOC100133669,Panobinostat,DB06603
LOC100133985,Panobinostat,DB06603
LOC100133991,Panobinostat,DB06603
LOC100134317,Panobinostat,DB06603
LOC100134868,Panobinostat,DB06603
LOC100144603,Panobinostat,DB06603
LOC100170939,Panobinostat,DB06603
LOC100192426,Panobinostat,DB06603
LOC100216479,Panobinostat,DB06603
LOC100240734,Panobinostat,DB06603
LOC100240735,Panobinostat,DB06603
LOC100270746,Panobinostat,DB06603
LOC100270804,Panobinostat,DB06603
LOC100271722,Panobinostat,DB06603
LOC100272216,Panobinostat,DB06603
LOC100272217,Panobinostat,DB06603
LOC100286793,Panobinostat,DB06603
LOC100286793,Panobinostat,DB06603
LOC100287042,Ginsenoside Rg3,
LOC100287792,Panobinostat,DB06603
LOC100288198,Panobinostat,DB06603
LOC100288432,Panobinostat,DB06603
LOC100288798,Dexamethasone,DB01234
LOC100288911,Panobinostat,DB06603
LOC100288974,Panobinostat,DB06603
LOC100289255,Panobinostat,DB06603
LOC100289341,Panobinostat,DB06603
LOC100289361,Panobinostat,DB06603
LOC100294145,Panobinostat,DB06603
LOC100302640,Panobinostat,DB06603
LOC100499227,Panobinostat,DB06603
LOC100505536,Panobinostat,DB06603
LOC100505633,Panobinostat,DB06603
LOC100505648,Panobinostat,DB06603
LOC100505659,Pravastatin,DB00175
LOC100505666,Ginsenoside Rg3,
LOC100505695,Panobinostat,DB06603
LOC100505761,Panobinostat,DB06603
LOC100505783,Panobinostat,DB06603
LOC100505806,Panobinostat,DB06603
LOC100505812,Panobinostat,DB06603
LOC100505854,Panobinostat,DB06603
LOC100505989,Panobinostat,DB06603
LOC100506013,Panobinostat,DB06603
LOC100506054,Panobinostat,DB06603
LOC100506076,Dexamethasone,DB01234
LOC100506082,Panobinostat,DB06603
LOC100506100,Panobinostat,DB06603
LOC100506190,Panobinostat,DB06603
LOC100506305,Panobinostat,DB06603
LOC100506368,Dexamethasone,DB01234
LOC100506394,Panobinostat,DB06603
LOC100506462,Panobinostat,DB06603
LOC100506469,Panobinostat,DB06603
LOC100506474,Panobinostat,DB06603
LOC100506672,Ginsenoside Rg3,
LOC100506804,Panobinostat,DB06603
LOC100506835,Curcumin,DB11672
LOC100506895,Panobinostat,DB06603
LOC100506930,Panobinostat,DB06603
LOC100506990,Dexamethasone,DB01234
LOC100506994,Panobinostat,DB06603
LOC100507002,Dexamethasone,DB01234
LOC100507091,Panobinostat,DB06603
LOC100507140,Panobinostat,DB06603
LOC100507173,Panobinostat,DB06603
LOC100507217,Panobinostat,DB06603
LOC100507244,Panobinostat,DB06603
LOC100507250,Panobinostat,DB06603
LOC100507346,Panobinostat,DB06603
LOC100507373,Panobinostat,DB06603
LOC100507377,Panobinostat,DB06603
LOC100507424,Panobinostat,DB06603
LOC100507433,Panobinostat,DB06603
LOC100507463,Panobinostat,DB06603
LOC100507463,Cisplatin,DB00515
LOC100507489,Panobinostat,DB06603
LOC100507495,Panobinostat,DB06603
LOC100507526,Ginsenoside Rg3,
LOC100507547,Panobinostat,DB06603
LOC100507557,Panobinostat,DB06603
LOC100507564,Panobinostat,DB06603
LOC100507564,Everolimus,DB01590
LOC100507584,Panobinostat,DB06603
LOC100527964,Panobinostat,DB06603
LOC100616530,Panobinostat,DB06603
LOC100631378,Panobinostat,DB06603
LOC100652730,Panobinostat,DB06603
LOC100652739,Panobinostat,DB06603
LOC101926913,Dexamethasone,DB01234
LOC101927204,Dexamethasone,DB01234
LOC101927318,Dexamethasone,DB01234
LOC101927391,Dexamethasone,DB01234
LOC101927780,Dexamethasone,DB01234
LOC101927934,Dexamethasone,DB01234
LOC101928100,Dexamethasone,DB01234
LOC101928103,Dexamethasone,DB01234
LOC101928465,Ginsenoside Rg3,
LOC101929199,Dexamethasone,DB01234
LOC101929268,Dexamethasone,DB01234
LOC101929282,Dexamethasone,DB01234
LOC101929340,Dexamethasone,DB01234
LOC101929378,Dexamethasone,DB01234
LOC101929579,Dexamethasone,DB01234
LOC102724153,Dexamethasone,DB01234
LOC102724539,Dexamethasone,DB01234
LOC102724919,Everolimus,DB01590
LOC105372795,Dexamethasone,DB01234
LOC143188,Panobinostat,DB06603
LOC144486,Panobinostat,DB06603
LOC145474,Panobinostat,DB06603
LOC148189,Panobinostat,DB06603
LOC148696,Panobinostat,DB06603
LOC150776,Panobinostat,DB06603
LOC151009,Panobinostat,DB06603
LOC154092,Panobinostat,DB06603
LOC154092,Panobinostat,DB06603
LOC154761,Dexamethasone,DB01234
LOC202781,Panobinostat,DB06603
LOC219347,Panobinostat,DB06603
LOC219731,Panobinostat,DB06603
LOC220729,Panobinostat,DB06603
LOC221442,Panobinostat,DB06603
LOC221442,Panobinostat,DB06603
LOC23117,Panobinostat,DB06603
LOC23117,Panobinostat,DB06603
LOC254559,Panobinostat,DB06603
LOC257358,Panobinostat,DB06603
LOC283143,Panobinostat,DB06603
LOC283547,Cisplatin,DB00515
LOC283663,Panobinostat,DB06603
LOC283683,Panobinostat,DB06603
LOC283761,Panobinostat,DB06603
LOC283914,Panobinostat,DB06603
LOC284023,Panobinostat,DB06603
LOC284080,Panobinostat,DB06603
LOC284100,Panobinostat,DB06603
LOC284260,Panobinostat,DB06603
LOC284440,Panobinostat,DB06603
LOC284578,Panobinostat,DB06603
LOC284661,Panobinostat,DB06603
LOC284751,Panobinostat,DB06603
LOC285074,Ginsenoside Rg3,
LOC285084,Panobinostat,DB06603
LOC285419,Panobinostat,DB06603
LOC285484,Panobinostat,DB06603
LOC285540,Panobinostat,DB06603
LOC285547,Panobinostat,DB06603
LOC285593,Panobinostat,DB06603
LOC285847,Dexamethasone,DB01234
LOC286059,Dexamethasone,DB01234
LOC286437,Panobinostat,DB06603
LOC338758,Panobinostat,DB06603
LOC338797,Panobinostat,DB06603
LOC338799,Panobinostat,DB06603
LOC338817,Berberine,DB04115
LOC338817,Berberine,DB04115
LOC339535,Panobinostat,DB06603
LOC339622,Panobinostat,DB06603
LOC340074,Panobinostat,DB06603
LOC348761,Cisplatin,DB00515
LOC375295,Panobinostat,DB06603
LOC387895,Panobinostat,DB06603
LOC388152,Panobinostat,DB06603
LOC388796,Panobinostat,DB06603
LOC389023,Panobinostat,DB06603
LOC389247,Panobinostat,DB06603
LOC389332,Panobinostat,DB06603
LOC389458,Panobinostat,DB06603
LOC389634,Panobinostat,DB06603
LOC389641,Panobinostat,DB06603
LOC392232,Panobinostat,DB06603
LOC400456,Panobinostat,DB06603
LOC400548,Panobinostat,DB06603
LOC401109,Panobinostat,DB06603
LOC401164,Panobinostat,DB06603
LOC401321,Panobinostat,DB06603
LOC401397,Berberine,DB04115
LOC401431,Panobinostat,DB06603
LOC401588,Panobinostat,DB06603
LOC439994,Panobinostat,DB06603
LOC440173,Panobinostat,DB06603
LOC440896,Panobinostat,DB06603
LOC440905,Panobinostat,DB06603
LOC441204,Panobinostat,DB06603
LOC441242,Panobinostat,DB06603
LOC441461,Panobinostat,DB06603
LOC503519,Panobinostat,DB06603
LOC541471,Panobinostat,DB06603
LOC541472,Panobinostat,DB06603
LOC550643,Panobinostat,DB06603
LOC553103,Dexamethasone,DB01234
LOC553103,Berberine,DB04115
LOC572558,Berberine,DB04115
LOC63930,Panobinostat,DB06603
LOC642361,Panobinostat,DB06603
LOC642366,Panobinostat,DB06603
LOC642826,Panobinostat,DB06603
LOC642852,Panobinostat,DB06603
LOC643401,Panobinostat,DB06603
LOC643401,Panobinostat,DB06603
LOC643401,Berberine,DB04115
LOC643441,Panobinostat,DB06603
LOC643648,Panobinostat,DB06603
LOC643650,Panobinostat,DB06603
LOC644936,Dexamethasone,DB01234
LOC645206,Panobinostat,DB06603
LOC645249,Panobinostat,DB06603
LOC645434,Panobinostat,DB06603
LOC646214,Berberine,DB04115
LOC646329,Panobinostat,DB06603
LOC646329,Berberine,DB04115
LOC646813,Panobinostat,DB06603
LOC648987,Panobinostat,DB06603
LOC649305,Panobinostat,DB06603
LOC653160,Dexamethasone,DB01234
LOC653513,Dexamethasone,DB01234
LOC654342,Panobinostat,DB06603
LOC654433,Panobinostat,DB06603
LOC678655,Panobinostat,DB06603
LOC727849,Panobinostat,DB06603
LOC727982,Panobinostat,DB06603
LOC728323,Panobinostat,DB06603
LOC728431,Panobinostat,DB06603
LOC728431,Berberine,DB04115
LOC728463,Panobinostat,DB06603
LOC728537,Panobinostat,DB06603
LOC728613,Panobinostat,DB06603
LOC728613,Panobinostat,DB06603
LOC728723,Panobinostat,DB06603
LOC728743,Dexamethasone,DB01234
LOC728752,Panobinostat,DB06603
LOC728875,Panobinostat,DB06603
LOC729013,Panobinostat,DB06603
LOC729083,Dexamethasone,DB01234
LOC729421,Panobinostat,DB06603
LOC729609,Panobinostat,DB06603
LOC729658,Dexamethasone,DB01234
LOC729678,Panobinostat,DB06603
LOC729683,Panobinostat,DB06603
LOC729970,Panobinostat,DB06603
LOC730091,Pravastatin,DB00175
LOC730227,Panobinostat,DB06603
LOC731223,Panobinostat,DB06603
LOC731789,Panobinostat,DB06603
LOC80054,Panobinostat,DB06603
LOC84989,Panobinostat,DB06603
LOC90834,Panobinostat,DB06603
LOC92249,Panobinostat,DB06603
LOXL1-AS1,Pravastatin,DB00175
LOXL1-AS1,Tetraarsenic Oxide,
LPAL2,Panobinostat,DB06603
LPAL2,Panobinostat,DB06603
LRR1,Panobinostat,DB06603
LRRC37A11P,Panobinostat,DB06603
LRRC37A4,Panobinostat,DB06603
LRRC37A4P,Panobinostat,DB06603
LRRC37A6P,Panobinostat,DB06603
LRRC37BP1,Panobinostat,DB06603
LRRC37BP1,Panobinostat,DB06603
LRRC75A-AS1,Cisplatin,DB00515
LSAMP-AS1,Panobinostat,DB06603
LSAMP-AS3,Panobinostat,DB06603
LSAMP-AS3,Panobinostat,DB06603
LSINCT5,Quercetin,DB04216
LSINCT5,17-Aag,
LUCAT1,Oxaliplatin,DB00526
LUCAT1,Sorafenib,DB00398
LUCAT1,Tetraarsenic Oxide,
LYRM2,Panobinostat,DB06603
MACROD2-AS1,Panobinostat,DB06603
MACROD2-IT1,Panobinostat,DB06603
MAFIP,Panobinostat,DB06603
MAFIPL,Panobinostat,DB06603
MAGI2-AS3,Panobinostat,DB06603
MALAT1,Bleomycin,DB00290
MALAT1,Cisplatin,DB00515
MALAT1,Paclitaxel,DB01229
MALAT1,Beta-Asarone,
MALAT1,Quercetin,DB04216
MALAT1,Curcumin,DB11672
MALAT1,Polydatin,DB11263
MALAT1,Stanolone,DB02901
MALAT1,Bi-847325,
MALAT1,Berberine,DB04115
MALAT1,Yk-4-279,
MALAT1,Dexamethasone,DB01234
MALAT1,Epoxyazadiradione,
MALAT1,Propofol,DB00818
MALAT1,Propofol,DB00818
MALAT1,Tetraarsenic Oxide,
MALAT1,Metformin,DB00331
MALAT1,Cisplatin,DB00515
MALAT1,Gallic Acid,
MAMDC2-AS1,Olaparib,DB09074
MAN1B1-AS1,Oxaliplatin,DB00526
MAP2K1P1,Ginsenoside Rg3,
MAP3K14-AS1,Oxaliplatin,DB00526
MAPK13-205,Tetraarsenic Oxide,
MAPKAPK2-203,Tetraarsenic Oxide,
MAPKAPK5-AS1,Panobinostat,DB06603
MAPKBP1,Panobinostat,DB06603
MAPRE2,Panobinostat,DB06603
MAPT-AS1,Panobinostat,DB06603
MAPT-AS1,Tetraarsenic Oxide,
MAPT-AS1,Tetraarsenic Oxide,
MAPT-IT1,Panobinostat,DB06603
MBL1P,Panobinostat,DB06603
MBL1P,Dexamethasone,DB01234
MBL2,Paclitaxel,DB01229
MBL2,Fluorouracil,DB00544
MBNL1-AS1,Progesterone,DB00396
MCF2L-AS1,Panobinostat,DB06603
MDK,Panobinostat,DB06603
MEAF6,Panobinostat,DB06603
MED14-AS1,Panobinostat,DB06603
MEG3,Diamorphine,DB01452
MEG3,Diamorphine,DB01452
MEG3,Panobinostat,DB06603
MEG3,Curcumin,DB11672
MEG3,Pioglitazone,DB01132
MEG3,Dexamethasone,DB01234
MEG3,Cisplatin,DB00515
MEG3,Isoprenaline,DB01064
MEG3,Quercetin,DB04216
MEG3,Risperidone,DB00734
MEG3,Palmitate,DB03796
MEG3,Anisomycin,DB07374
MEG3,Epoxyazadiradione,
MEG3,Monomethylarsonic Acid,
MEG3,Inorganic Arsenic,
MEG3,Dimethylarsinic Acid,
MEG3,Imatinib,DB00619
MEG8,Panobinostat,DB06603
MEG9,Panobinostat,DB06603
MEIS1-AS2,Panobinostat,DB06603
MEIS1-AS3,Panobinostat,DB06603
MELTF-AS1,Tetraarsenic Oxide,
MFI2-AS1,Panobinostat,DB06603
MFI2-AS1,Dexamethasone,DB01234
MGC12916,Panobinostat,DB06603
MGC16121,Panobinostat,DB06603
MGC23284,Panobinostat,DB06603
MGC27345,Panobinostat,DB06603
MGC3771,Panobinostat,DB06603
MGC39584,Panobinostat,DB06603
MGC72080,Panobinostat,DB06603
MIAT,Diamorphine,DB01452
MIAT,Diamorphine,DB01452
MIAT,Panobinostat,DB06603
MIAT,Panobinostat,DB06603
MIAT,"Dextrose, Unspecified Form",DB09341
MICA,Panobinostat,DB06603
MINOS1,Panobinostat,DB06603
MIR143HG,Panobinostat,DB06603
MIR143HG,Panobinostat,DB06603
MIR143HG,Beta-Elemene,
MIR155HG,Pravastatin,DB00175
MIR1587,Panobinostat,DB06603
MIR17HG,Yk-4-279,
MIR17HG,Olaparib,DB09074
MIR181A2HG,Panobinostat,DB06603
MIR205HG,Cisplatin,DB00515
MIR210HG,Panobinostat,DB06603
MIR222HG,Oxaliplatin,DB00526
MIR22HG,Cycloheximide,
MIR22HG,Panobinostat,DB06603
MIR22HG,Oxaliplatin,DB00526
MIR3179-3,Panobinostat,DB06603
MIR3179-3,Oxaliplatin,DB00526
MIR3180-1,Panobinostat,DB06603
MIR31HG,Tocilizumab,DB06273
MIR378D2,Dexamethasone,DB01234
MIR4313,Panobinostat,DB06603
MIR4435-2HG,Tetraarsenic Oxide,
MIR4454,Panobinostat,DB06603
MIR4454,Panobinostat,DB06603
MIR451B,Panobinostat,DB06603
MIR4523,Panobinostat,DB06603
MIR4720,Panobinostat,DB06603
MIR646HG,Ruxolitinib,DB08877
MIR663B,Ginsenoside Rg3,
MIR675,Ginsenoside Rg3,
MIR7-3HG,Panobinostat,DB06603
MIR7-3HG,Tetraarsenic Oxide,
MIS18A-AS1,Panobinostat,DB06603
MLLT4-AS1,Panobinostat,DB06603
MME-AS1,Panobinostat,DB06603
MMP25-202,Tetraarsenic Oxide,
MORC2-AS1,Panobinostat,DB06603
MPC1,Panobinostat,DB06603
MPC2,Panobinostat,DB06603
MPDU1,Panobinostat,DB06603
MPRL,Cisplatin,DB00515
MRPL45P2,Panobinostat,DB06603
MRPS2,Panobinostat,DB06603
MRVI1-AS1,Panobinostat,DB06603
MT1CP,Panobinostat,DB06603
MT1DP,Panobinostat,DB06603
MT1DP,Dexamethasone,DB01234
MT1IP,Dexamethasone,DB01234
MT1JP,Ginsenoside Rg3,
MT1L,5alpha-Hydroxytriptolide,
MT1P2,Panobinostat,DB06603
MT1P3,Ginsenoside Rg3,
MT2A-204,Tetraarsenic Oxide,
MTE,Panobinostat,DB06603
MTERFD2,Panobinostat,DB06603
MTHFD2,Panobinostat,DB06603
MTHFS,Panobinostat,DB06603
MTIF3-205,Tetraarsenic Oxide,
MTND1P15,Panobinostat,DB06603
MTND2P28,Ginsenoside Rg3,
MTND5,Panobinostat,DB06603
MUDENG,Curcumin,DB11672
MUDENG,Curcumin,DB11672
MYBL1-203,Tetraarsenic Oxide,
MYCBP2-AS1,Panobinostat,DB06603
MYCNOS,Panobinostat,DB06603
MYH16,Panobinostat,DB06603
MYLK-AS2,Dexamethasone,DB01234
MYNN,Panobinostat,DB06603
n369241,Paclitaxel,DB01229
n375709,Paclitaxel,DB01229
n377806,Paclitaxel,DB01229
NAALADL2-AS1,Panobinostat,DB06603
NAALADL2-AS2,Berberine,DB04115
NAMPT-209,Tetraarsenic Oxide,
NAPA,Panobinostat,DB06603
NAPA-AS1,Panobinostat,DB06603
NAPSB,Panobinostat,DB06603
NAV2-AS2,Panobinostat,DB06603
NAV2-AS3,Dexamethasone,DB01234
NAV2-IT1,Panobinostat,DB06603
NBEAP1,Panobinostat,DB06603
NBR2,Phenformin,DB00914
NBR2,Phenformin,DB00914
NBR2,Phenformin,DB00914
NBR2,Phenformin,DB00914
NBR2,Phenformin,DB00914
NBR2,Imatinib,DB00619
NCK1-DT,Tetraarsenic Oxide,
NCOR1P1,Panobinostat,DB06603
NDC1,5alpha-Hydroxytriptolide,
NDUFA2,Panobinostat,DB06603
NDUFAF1,Panobinostat,DB06603
NDUFB2-AS1,Panobinostat,DB06603
NEAT1,Diamorphine,DB01452
NEAT1,Diamorphine,DB01452
NEAT1,Panobinostat,DB06603
NEAT1,Resveratrol,DB02709
NEAT1,Progesterone,DB00396
NEAT1,Sorafenib,DB00398
NEAT1,Simvastatin,DB00641
NEAT1,Fenofibrate,DB01039
NEAT1,Isoliquiritigenin,DB03285
NEAT1,Yk-4-279,
NEAT1,Eleutheroside B1,
NEAT1,Shikonin,
NEAT1,1-Methyl-4-Phenylpyridine,
NEAT1,Imatinib,DB00619
NEAT1,1-Methyl-4-Phenylpyridine,
NEAT1,Cisplatin,DB00515
NEAT2,Diamorphine,DB01452
NEAT2,Diamorphine,DB01452
NEBL-AS1,Dexamethasone,DB01234
NEGR1-IT1,Panobinostat,DB06603
NEXN-AS1,Dexamethasone,DB01234
NEXN-AS1,Atorvastatin,DB01076
NKAPP1,Panobinostat,DB06603
NKILA,Isodeoxyelephantopin,
NKX2-2-AS1,Panobinostat,DB06603
NKX3-1,5alpha-Hydroxytriptolide,
NLGN4Y-AS1,Panobinostat,DB06603
NOL8,Panobinostat,DB06603
NONHSAG024980,Progesterone,DB00396
NONHSAT089168,Bakkenolide Iiia,
NOP14-AS1,Panobinostat,DB06603
NOP56,Panobinostat,DB06603
NOVA1-AS1,Panobinostat,DB06603
NPC1-206,Tetraarsenic Oxide,
NPPA-AS1,Panobinostat,DB06603
NPSR1-AS1,Panobinostat,DB06603
NPSR1-AS1,Panobinostat,DB06603
NR_000029,Oxaliplatin,DB00526
NR_001458,Cisplatin,DB00515
NR_002578,Oxaliplatin,DB00526
NR_002612,Oxaliplatin,DB00526
NR_003038,Oxaliplatin,DB00526
NR_003581,Oxaliplatin,DB00526
NR_003605,Oxaliplatin,DB00526
NR_003606,Oxaliplatin,DB00526
NR_004436,Oxaliplatin,DB00526
NR_015377,Oxaliplatin,DB00526
NR_015451,Bakkenolide Iiia,
NR_015454,Oxaliplatin,DB00526
NR_024274,Trichostatin A,DB04297
NR_024274,Trichostatin A,DB04297
NR_024399,Oxaliplatin,DB00526
NR_024530,Oxaliplatin,DB00526
NR_026754,Panobinostat,DB06603
NR_026761,Oxaliplatin,DB00526
NR_027401,Oxaliplatin,DB00526
NR_028415,Oxaliplatin,DB00526
NR_033928,Oxaliplatin,DB00526
NR_033928,Cisplatin,DB00515
NR_036659,Oxaliplatin,DB00526
NR_037597,Cisplatin,DB00515
NR_045121,Oxaliplatin,DB00526
NR_046273,Oxaliplatin,DB00526
NR_046375,Oxaliplatin,DB00526
NR_049793,5alpha-Hydroxytriptolide,
NR_073453,Oxaliplatin,DB00526
NR_103546,5alpha-Hydroxytriptolide,
NRAV,Cisplatin,DB00515
NRIP1-206,Tetraarsenic Oxide,
NRON,Sorafenib,DB00398
NRON,Yk-4-279,
NSMCE4A-204,Tetraarsenic Oxide,
NSUN2,Panobinostat,DB06603
NSUN5P1,Panobinostat,DB06603
NT5C,Panobinostat,DB06603
NT5C3L,Panobinostat,DB06603
NTM-IT3,Panobinostat,DB06603
NUDC-204,Tetraarsenic Oxide,
NUP210P1,Panobinostat,DB06603
OGFR-AS1,Panobinostat,DB06603
OIP5-AS1,Sorafenib,DB00398
OR1D4,Panobinostat,DB06603
OR2A20P,Panobinostat,DB06603
OR2A9P,Panobinostat,DB06603
OR3A4P,Panobinostat,DB06603
OR5G5P,Panobinostat,DB06603
OR7E14P,Panobinostat,DB06603
OR7E5P,Panobinostat,DB06603
OR7E5P,Panobinostat,DB06603
OR7E91P,Panobinostat,DB06603
OSBPL10-AS1,Panobinostat,DB06603
OSBPL10-AS1,Panobinostat,DB06603
OSGEP-205,Tetraarsenic Oxide,
OTUD6B-AS1,Arsenic trioxide,DB01169
OTX2-AS1,Panobinostat,DB06603
OTX2-AS1,Panobinostat,DB06603
OTX2OS1,Panobinostat,DB06603
OXCT1-AS1,Panobinostat,DB06603
P2RX4,Panobinostat,DB06603
P2RX5-TAX1BP3,Panobinostat,DB06603
P775P,Panobinostat,DB06603
p9201,Teriflunomide,DB08880
p9203,Teriflunomide,DB08880
PABL,Panobinostat,DB06603
PAN3-AS1,Oxaliplatin,DB00526
PARD6G-AS1,Ivosidenib,DB14568
PARGP1,Ginsenoside Rg3,
PARP1-207,Tetraarsenic Oxide,
PARP4P3,Panobinostat,DB06603
PART1,Panobinostat,DB06603
PARTICL,Progesterone,DB00396
PAX8-AS1,Baicalein,DB16101
PBX2P1,Panobinostat,DB06603
PCA3,Antimony,DB13110
PCAT1,Quercetin,DB04216
PCAT1,Oxaliplatin,DB00526
PCAT1,Sorafenib,DB00398
PCAT1,Resveratrol,DB02709
PCBP1-AS1,Panobinostat,DB06603
PCDH9-AS3,Panobinostat,DB06603
PCDHA14,Panobinostat,DB06603
PCDHB18,Panobinostat,DB06603
PCIF1-203,Tetraarsenic Oxide,
PCNT-205,Tetraarsenic Oxide,
PCOLCE-AS1,Panobinostat,DB06603
PDIA3P1,D-Limonene,
PDIA5,Panobinostat,DB06603
PDK1,5alpha-Hydroxytriptolide,
PDK1,Beta-Elemene,
PDX1-AS1,Panobinostat,DB06603
PDZK1IP1-AS1,Panobinostat,DB06603
PDZK1P1,Panobinostat,DB06603
PEF1,Panobinostat,DB06603
PEF1,Panobinostat,DB06603
PFKL,Panobinostat,DB06603
PGM5-AS1,Panobinostat,DB06603
PHC3-201,Tetraarsenic Oxide,
PHF2P1,Panobinostat,DB06603
PHKA2-AS1,Panobinostat,DB06603
PHLDA3,Panobinostat,DB06603
PI4KAP1,Panobinostat,DB06603
PI4KAP2,Panobinostat,DB06603
PIK3R1-204,Tetraarsenic Oxide,
PILRB,Panobinostat,DB06603
PIN1,Panobinostat,DB06603
PIN1P1,Panobinostat,DB06603
PIN4P1,Dexamethasone,DB01234
PKD1P6,Panobinostat,DB06603
PLAC2,Panobinostat,DB06603
PLCB1-IT1,Dexamethasone,DB01234
PLCB1-IT1-001,5alpha-Hydroxytriptolide,
PLCD1,Panobinostat,DB06603
PLEKHA8P1,Panobinostat,DB06603
PLEKHB2,Panobinostat,DB06603
PLEKHM1-205,Tetraarsenic Oxide,
PLK1-204,Tetraarsenic Oxide,
PLK3-205,Tetraarsenic Oxide,
PLK4,Talazoparib,DB11760
PMS2CL,Panobinostat,DB06603
PMS2L2,Panobinostat,DB06603
PMS2P3,Panobinostat,DB06603
POC1B,Panobinostat,DB06603
POGLUT1,Panobinostat,DB06603
POLD4,Panobinostat,DB06603
POLE3-203,Tetraarsenic Oxide,
POLR2J4,Panobinostat,DB06603
POM121L9P,Dexamethasone,DB01234
POU5F1P1,Panobinostat,DB06603
POU5F1P4,Panobinostat,DB06603
PP14571,Oxaliplatin,DB00526
PPIAP16,Ginsenoside Rg3,
PPM1E,Panobinostat,DB06603
PPP1R14BP3,Panobinostat,DB06603
PPP1R21,Panobinostat,DB06603
PPP1R2P1,Panobinostat,DB06603
PPP2CA-201,Tetraarsenic Oxide,
PPP2R3B-AS1,Panobinostat,DB06603
PPP4R1,Panobinostat,DB06603
PRCD,Pravastatin,DB00175
PRG1,Dexamethasone,DB01234
PRH1-PRR4,Panobinostat,DB06603
PRICKLE2-AS3,Pravastatin,DB00175
PRKAB2-203,Tetraarsenic Oxide,
PRKAG2-AS1,Panobinostat,DB06603
PRKAR2A-AS1,Panobinostat,DB06603
PRKAR2A-AS1,Dexamethasone,DB01234
PRKY,Panobinostat,DB06603
PRLR,5alpha-Hydroxytriptolide,
PRMT5-207,Tetraarsenic Oxide,
PRMT5-AS1,Panobinostat,DB06603
PROX1-AS1,Panobinostat,DB06603
PROX1-AS1,Oxaliplatin,DB00526
PRPF4B-202,Tetraarsenic Oxide,
PRR24,Panobinostat,DB06603
PRR7-AS1,Olaparib,DB09074
PRRT3-AS1,Panobinostat,DB06603
PRSS30P,Panobinostat,DB06603
PRSS30P,Pravastatin,DB00175
PSMA3-AS1,Cisplatin,DB00515
PSMC6-207,Tetraarsenic Oxide,
PSORS1C3,Progesterone,DB00396
PSPC1-AS1,Panobinostat,DB06603
PTENP1,Matrine,
PTGER3,Panobinostat,DB06603
PTGER3,Panobinostat,DB06603
PTPRG-AS1,Oxaliplatin,DB00526
PTPRVP,Pravastatin,DB00175
PVRL3-AS1,Panobinostat,DB06603
PVT1,Panobinostat,DB06603
PVT1,Curcumin,DB11672
PVT1,Glucose,
PVT1,Tetraarsenic Oxide,
PVT1,Ketamine,DB01221
PVT1,Resveratrol,DB02709
PWRN1,Panobinostat,DB06603
PXN-AS1,Panobinostat,DB06603
PXN-AS1,Oxaliplatin,DB00526
RAB2B,Panobinostat,DB06603
RAB3GAP1-204,Tetraarsenic Oxide,
RAD51D,Panobinostat,DB06603
RAD51L3-RFFL,Panobinostat,DB06603
RAD9A-204,Tetraarsenic Oxide,
RARA-205,Tetraarsenic Oxide,
RASA4P,Panobinostat,DB06603
RASAL2-AS1,Panobinostat,DB06603
RBM12,Berberine,DB04115
RBM12B-AS2,Panobinostat,DB06603
RBM26-AS1,Panobinostat,DB06603
RBM5,Panobinostat,DB06603
RBMX,Panobinostat,DB06603
RBMX-205,Tetraarsenic Oxide,
RCHY1,Panobinostat,DB06603
REG1P,Panobinostat,DB06603
REV3L-IT1,Pravastatin,DB00175
RGMB-AS1,Olaparib,DB09074
RHBDD2-206,Tetraarsenic Oxide,
